coverage,accepted_count,false_accept_count,false_accept_rate,system_id,seed,model_id,badness_target,bad_threshold,judge_id,uses_test_labels_for_scoring,calibration_only_normalization
0.1,5,0,0.0,two_tank,3,mlp_state_space,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,3,0,0.0,two_tank,4,ensemble_mlp,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,5,0,0.0,two_tank,4,ensemble_mlp,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,3,0,0.0,two_tank,4,gradient_boosted_narx,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,5,0,0.0,two_tank,4,gradient_boosted_narx,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,3,0,0.0,two_tank,4,hold_last,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,5,0,0.0,two_tank,4,hold_last,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,3,0,0.0,two_tank,4,linear_narx,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,5,0,0.0,two_tank,4,linear_narx,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,3,0,0.0,two_tank,4,mlp_state_space,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,5,0,0.0,two_tank,4,mlp_state_space,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,3,0,0.0,two_tank,5,ensemble_mlp,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,5,0,0.0,two_tank,5,ensemble_mlp,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,3,0,0.0,two_tank,5,gradient_boosted_narx,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,5,0,0.0,two_tank,5,gradient_boosted_narx,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,3,0,0.0,two_tank,5,hold_last,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,5,0,0.0,two_tank,5,hold_last,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,3,0,0.0,two_tank,5,linear_narx,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,5,0,0.0,two_tank,5,linear_narx,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,3,0,0.0,two_tank,5,mlp_state_space,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,5,0,0.0,two_tank,5,mlp_state_space,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,3,0,0.0,two_tank,6,ensemble_mlp,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,5,0,0.0,two_tank,6,ensemble_mlp,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,3,0,0.0,two_tank,6,gradient_boosted_narx,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,5,0,0.0,two_tank,6,gradient_boosted_narx,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,3,0,0.0,two_tank,6,hold_last,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,5,0,0.0,two_tank,6,hold_last,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,3,0,0.0,two_tank,6,linear_narx,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,5,0,0.0,two_tank,6,linear_narx,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,3,0,0.0,two_tank,6,mlp_state_space,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,5,0,0.0,two_tank,6,mlp_state_space,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,3,0,0.0,two_tank,7,ensemble_mlp,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,5,0,0.0,two_tank,7,ensemble_mlp,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,3,0,0.0,two_tank,7,gradient_boosted_narx,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,5,0,0.0,two_tank,7,gradient_boosted_narx,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,3,0,0.0,two_tank,7,hold_last,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,5,0,0.0,two_tank,7,hold_last,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,3,0,0.0,two_tank,7,linear_narx,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,5,0,0.0,two_tank,7,linear_narx,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,3,0,0.0,two_tank,7,mlp_state_space,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,5,0,0.0,two_tank,7,mlp_state_space,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,3,0,0.0,two_tank,8,ensemble_mlp,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,5,0,0.0,two_tank,8,ensemble_mlp,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,3,0,0.0,two_tank,8,gradient_boosted_narx,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,5,0,0.0,two_tank,8,gradient_boosted_narx,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,3,0,0.0,two_tank,8,hold_last,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,5,0,0.0,two_tank,8,hold_last,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,3,0,0.0,two_tank,8,linear_narx,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,5,0,0.0,two_tank,8,linear_narx,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,3,0,0.0,two_tank,8,mlp_state_space,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,5,0,0.0,two_tank,8,mlp_state_space,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,3,0,0.0,two_tank,9,ensemble_mlp,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,5,0,0.0,two_tank,9,ensemble_mlp,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,3,0,0.0,two_tank,9,gradient_boosted_narx,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,5,0,0.0,two_tank,9,gradient_boosted_narx,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,3,0,0.0,two_tank,9,hold_last,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,5,0,0.0,two_tank,9,hold_last,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,3,0,0.0,two_tank,9,linear_narx,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,5,0,0.0,two_tank,9,linear_narx,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,3,0,0.0,two_tank,9,mlp_state_space,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,5,0,0.0,two_tank,9,mlp_state_space,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
